wl,n,k
0.25,1.562,0.000771
0.26,1.555,0.00189
0.27,1.549,0.000592
0.28,1.543,0.00142
0.29,1.538,0.00216
0.3,1.533,0.00314
0.31,1.529,0.0034
0.32,1.525,0.00303
0.33,1.522,0.00105
0.34,1.519,0.00456
0.35,1.517,0.00187
0.36,1.514,0.00011
0.37,1.512,0.0000445
0.38,1.51,0.0000165
0.39,1.508,0.00000661
0.4,1.507,0.00000262
0.41,1.505,0.00000165
0.42,1.504,0.00000128
0.43,1.503,0.00000111
0.44,1.502,0.00000102
0.45,1.501,9.66E-07
0.46,1.5,9.20E-07
0.47,1.499,8.80E-07
0.48,1.498,8.43E-07
0.49,1.497,8.11E-07
0.5,1.496,7.79E-07
0.51,1.496,7.49E-07
0.52,1.495,7.24E-07
0.53,1.494,6.98E-07
0.54,1.494,6.74E-07
0.55,1.493,6.52E-07
0.56,1.493,6.29E-07
0.57,1.492,6.10E-07
0.58,1.492,5.89E-07
0.59,1.491,5.71E-07
0.6,1.491,5.52E-07
0.61,1.49,5.37E-07
0.62,1.49,5.19E-07
0.63,1.49,5.03E-07
0.64,1.489,4.91E-07
0.65,1.489,4.79E-07
0.66,1.489,4.60E-07
0.67,1.488,4.42E-07
0.68,1.488,4.31E-07
0.69,1.488,4.18E-07
0.7,1.488,4.08E-07
0.71,1.487,3.98E-07
0.72,1.487,3.90E-07
0.73,1.487,3.85E-07
0.74,1.487,3.88E-07
0.75,1.487,3.97E-07
0.76,1.486,3.99E-07
0.77,1.486,3.78E-07
0.78,1.486,3.47E-07
0.79,1.486,3.27E-07
0.8,1.486,3.18E-07
0.81,1.486,3.18E-07
0.82,1.485,3.19E-07
0.83,1.485,3.21E-07
0.84,1.485,3.18E-07
0.85,1.485,3.08E-07
0.86,1.485,3.00E-07
0.87,1.485,3.05E-07
0.88,1.485,3.30E-07
0.89,1.484,3.91E-07
0.9,1.484,4.84E-07
0.91,1.484,6.49E-07
0.92,1.484,9.10E-07
0.93,1.484,0.0000011
0.94,1.484,9.66E-07
0.95,1.484,6.10E-07
0.96,1.484,3.51E-07
0.97,1.484,2.98E-07
0.98,1.483,2.84E-07
0.99,1.483,3.06E-07
1,1.483,3.71E-07
1.01,1.483,4.59E-07
1.02,1.483,5.51E-07
1.03,1.483,6.48E-07
1.04,1.483,7.03E-07
1.05,1.483,6.73E-07
1.06,1.483,5.79E-07
1.07,1.483,4.90E-07
1.08,1.483,4.19E-07
1.09,1.483,3.77E-07
1.1,1.483,3.65E-07
1.11,1.483,3.93E-07
1.12,1.482,4.77E-07
1.13,1.482,6.69E-07
1.14,1.482,0.00000112
1.15,1.482,0.00000197
1.16,1.482,0.00000322
1.17,1.482,0.00000466
1.18,1.482,0.00000633
1.19,1.482,0.00000887
1.2,1.482,0.0000124
1.21,1.482,0.0000151
1.22,1.482,0.0000127
1.23,1.482,0.00000818
1.24,1.482,0.00000487
1.25,1.482,0.00000318
1.26,1.482,0.00000227
1.27,1.482,0.00000178
1.28,1.482,0.00000151
1.29,1.482,0.00000133
1.3,1.482,0.0000012
1.31,1.482,0.00000108
1.32,1.482,9.99E-07
1.33,1.482,0.00000104
1.34,1.481,0.0000013
1.35,1.481,0.00000175
1.36,1.481,0.00000263
1.37,1.481,0.00000436
1.38,1.481,0.00000713
1.39,1.481,0.00000989
1.4,1.481,0.000011
1.41,1.481,0.0000114
1.42,1.481,0.0000116
1.43,1.481,0.000011
1.44,1.481,0.00000969
1.45,1.481,0.00000824
1.46,1.481,0.00000684
1.47,1.481,0.00000556
1.48,1.481,0.00000449
1.49,1.481,0.00000374
1.5,1.481,0.00000327
1.51,1.481,0.00000306
1.52,1.481,0.00000306
1.53,1.481,0.00000315
1.54,1.481,0.0000031
1.55,1.481,0.00000274
1.56,1.481,0.00000239
1.57,1.481,0.00000217
1.58,1.481,0.00000208
1.59,1.481,0.0000021
1.6,1.481,0.00000223
1.61,1.481,0.00000247
1.62,1.481,0.0000029
1.63,1.481,0.00000365
1.64,1.481,0.00000477
1.65,1.481,0.00000655
1.66,1.481,0.00000931
1.67,1.481,0.0000133
1.68,1.481,0.0000182
1.69,1.481,0.0000239
1.7,1.481,0.0000334
1.71,1.481,0.0000516
1.72,1.481,0.000087
1.73,1.481,0.0000988
1.74,1.481,0.0000806
1.75,1.481,0.0000782
1.76,1.481,0.0000796
1.77,1.481,0.0000685
1.78,1.481,0.0000582
1.79,1.481,0.0000542
1.8,1.48,0.0000534
1.81,1.48,0.0000529
1.82,1.48,0.0000507
1.83,1.48,0.0000474
1.84,1.48,0.0000433
1.85,1.48,0.0000392
1.86,1.48,0.0000358
1.87,1.48,0.0000333
1.88,1.48,0.0000322
1.89,1.48,0.0000327
1.9,1.48,0.0000332
1.91,1.48,0.0000333
1.92,1.48,0.0000333
1.93,1.48,0.0000338
1.94,1.48,0.0000345
1.95,1.48,0.0000337
1.96,1.48,0.0000327
1.97,1.48,0.0000323
1.98,1.48,0.0000323
1.99,1.48,0.000033
2,1.48,0.0000344
2.01,1.48,0.0000349
2.02,1.48,0.0000337
2.03,1.48,0.0000327
2.04,1.48,0.0000328
2.05,1.48,0.0000328
2.06,1.48,0.0000328
2.07,1.48,0.0000322
2.08,1.48,0.0000322
2.09,1.48,0.0000337
2.1,1.48,0.0000353
2.11,1.48,0.0000371
2.12,1.48,0.0000397
2.13,1.48,0.0000448
2.14,1.48,0.0000482
2.15,1.48,0.0000432
2.16,1.48,0.0000392
2.17,1.48,0.000038
2.18,1.48,0.0000386
2.19,1.48,0.0000395
2.2,1.48,0.0000421
2.21,1.48,0.0000476
2.22,1.48,0.0000555
2.23,1.48,0.0000691
2.24,1.48,0.0000889
2.25,1.48,0.000157
2.26,1.48,0.000211
2.27,1.48,0.00027
2.28,1.48,0.000359
2.29,1.48,0.000518
2.3,1.48,0.000734
2.31,1.48,0.000812
2.32,1.48,0.000654
2.33,1.48,0.000595
2.34,1.48,0.000669
2.35,1.48,0.000758
2.36,1.48,0.000735
2.37,1.48,0.000706
2.38,1.48,0.000747
2.39,1.48,0.000756
2.4,1.48,0.00075
2.41,1.48,0.000714
2.42,1.48,0.000684
2.43,1.48,0.000663
2.44,1.48,0.000621
2.45,1.48,0.000578
2.46,1.48,0.000533
2.47,1.48,0.000503
2.48,1.48,0.000465
2.49,1.48,0.000445
2.5,1.48,0.000419
